tanggal,jenis,nama,kategori,nominal
2023-02-13,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-02-13,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-02-13,pemasukan,Penjualan Soto Ayam,penjualan,120000
2023-02-13,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-02-13,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-02-13,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-02-13,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2023-02-13,pengeluaran,Beli Bahan Baku,bahan baku,559880
2023-02-13,pengeluaran,Gaji Karyawan,gaji,1055889
2023-02-14,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-02-14,pemasukan,Penjualan Es Teh,penjualan,10000
2023-02-14,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-02-14,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-14,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-14,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-14,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-02-14,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-02-14,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-02-14,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-02-14,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-14,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-02-14,pemasukan,Penjualan Bakso,penjualan,44000
2023-02-14,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-14,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-02-14,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-14,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-02-14,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-02-14,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-02-14,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-14,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-02-14,pemasukan,Penjualan Es Teh,penjualan,5000
2023-02-14,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-14,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-14,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2023-02-14,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-02-14,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-14,pemasukan,Penjualan Es Teh,penjualan,35000
2023-02-14,pengeluaran,Beli Bahan Baku,bahan baku,408482
2023-02-14,pengeluaran,Transportasi,logistik,69111
2023-02-14,pengeluaran,Pembelian Gas,bahan bakar,886703
2023-02-15,pemasukan,Penjualan Bakso,penjualan,22000
2023-02-15,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-15,pemasukan,Penjualan Bakso,penjualan,88000
2023-02-15,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2023-02-15,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-15,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2023-02-15,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2023-02-15,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-15,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-02-15,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-02-15,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-15,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-02-15,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-15,pemasukan,Penjualan Mie Ayam,penjualan,50000
2023-02-15,pemasukan,Penjualan Bakso,penjualan,33000
2023-02-15,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-02-15,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-15,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-15,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-15,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-02-15,pemasukan,Penjualan Es Teh,penjualan,20000
2023-02-15,pengeluaran,Beli Bahan Baku,bahan baku,576243
2023-02-15,pengeluaran,Pembelian Gas,bahan bakar,857440
2023-02-16,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-16,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,10000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-16,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,30000
2023-02-16,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-16,pemasukan,Penjualan Bakso,penjualan,110000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-16,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-16,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-02-16,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-02-16,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-16,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,30000
2023-02-16,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-16,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-16,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-16,pemasukan,Penjualan Bakso,penjualan,99000
2023-02-16,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-02-16,pemasukan,Penjualan Pecel Lele,penjualan,117000
2023-02-16,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-16,pengeluaran,Beli Bahan Baku,bahan baku,582144
2023-02-17,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-02-17,pemasukan,Penjualan Es Teh,penjualan,20000
2023-02-17,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-17,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-02-17,pemasukan,Penjualan Kopi Hitam,penjualan,49000
2023-02-17,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-02-17,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2023-02-17,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-17,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-17,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-17,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-17,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-02-17,pemasukan,Penjualan Bakso,penjualan,44000
2023-02-17,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-02-17,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-02-17,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-17,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-02-17,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-02-17,pemasukan,Penjualan Es Teh,penjualan,10000
2023-02-17,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-17,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-17,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-17,pengeluaran,Beli Bahan Baku,bahan baku,662965
2023-02-17,pengeluaran,Transportasi,logistik,42810
2023-02-18,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-18,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-02-18,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-02-18,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-18,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2023-02-18,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-18,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-02-18,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-18,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-18,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-02-18,pemasukan,Penjualan Bakso,penjualan,44000
2023-02-18,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-18,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-02-18,pemasukan,Penjualan Nasi Uduk,penjualan,80000
2023-02-18,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-02-18,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-18,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-18,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-02-18,pemasukan,Penjualan Bakso,penjualan,66000
2023-02-18,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-18,pemasukan,Penjualan Bakso,penjualan,77000
2023-02-18,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-18,pemasukan,Penjualan Pecel Lele,penjualan,117000
2023-02-18,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2023-02-18,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-02-18,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-18,pengeluaran,Beli Bahan Baku,bahan baku,630976
2023-02-18,pengeluaran,Transportasi,logistik,48826
2023-02-19,pemasukan,Penjualan Bakso,penjualan,66000
2023-02-19,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-19,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-19,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-02-19,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-02-19,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-02-19,pemasukan,Penjualan Bakso,penjualan,33000
2023-02-19,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-19,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-02-19,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-02-19,pemasukan,Penjualan Es Teh,penjualan,10000
2023-02-19,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-02-19,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-19,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-19,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-19,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-02-19,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-02-19,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-02-19,pemasukan,Penjualan Bakso,penjualan,88000
2023-02-19,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-19,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-02-19,pemasukan,Penjualan Bakso,penjualan,44000
2023-02-19,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-02-19,pengeluaran,Beli Bahan Baku,bahan baku,376278
2023-02-19,pengeluaran,Transportasi,logistik,44302
2023-02-20,pemasukan,Penjualan Pecel Lele,penjualan,78000
2023-02-20,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2023-02-20,pemasukan,Penjualan Bakso,penjualan,99000
2023-02-20,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-02-20,pemasukan,Penjualan Mie Ayam,penjualan,100000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-02-20,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-20,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-20,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-02-20,pemasukan,Penjualan Bakso,penjualan,55000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2023-02-20,pemasukan,Penjualan Soto Ayam,penjualan,48000
2023-02-20,pemasukan,Penjualan Nasi Uduk,penjualan,50000
2023-02-20,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-20,pemasukan,Penjualan Nasi Goreng,penjualan,72000
2023-02-20,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-02-20,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-20,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-20,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-20,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-20,pemasukan,Penjualan Jus Alpukat,penjualan,104000
2023-02-20,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-20,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-02-20,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-02-20,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-02-20,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-20,pengeluaran,Beli Bahan Baku,bahan baku,437666
2023-02-20,pengeluaran,Pembelian Gas,bahan bakar,874661
2023-02-20,pengeluaran,Gaji Karyawan,gaji,1096817
2023-02-21,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-02-21,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-21,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-21,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-21,pemasukan,Penjualan Nasi Goreng,penjualan,60000
2023-02-21,pemasukan,Penjualan Mie Ayam,penjualan,50000
2023-02-21,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-21,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-21,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2023-02-21,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-02-21,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2023-02-21,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-02-21,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2023-02-21,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-21,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2023-02-21,pemasukan,Penjualan Jus Alpukat,penjualan,91000
2023-02-21,pemasukan,Penjualan Es Teh,penjualan,45000
2023-02-21,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-02-21,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-21,pemasukan,Penjualan Bakso,penjualan,99000
2023-02-21,pemasukan,Penjualan Mie Ayam,penjualan,30000
2023-02-21,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-21,pemasukan,Penjualan Bakso,penjualan,77000
2023-02-21,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2023-02-21,pengeluaran,Beli Bahan Baku,bahan baku,513890
2023-02-22,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-22,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-22,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-02-22,pemasukan,Penjualan Mie Ayam,penjualan,30000
2023-02-22,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-22,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-22,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-02-22,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-22,pemasukan,Penjualan Soto Ayam,penjualan,48000
2023-02-22,pemasukan,Penjualan Bakso,penjualan,77000
2023-02-22,pemasukan,Penjualan Kopi Hitam,penjualan,42000
2023-02-22,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,90000
2023-02-22,pemasukan,Penjualan Bakso,penjualan,33000
2023-02-22,pemasukan,Penjualan Es Teh,penjualan,35000
2023-02-22,pemasukan,Penjualan Ayam Bakar,penjualan,120000
2023-02-22,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-22,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-22,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-22,pengeluaran,Beli Bahan Baku,bahan baku,739194
2023-02-22,pengeluaran,Transportasi,logistik,37911
2023-02-23,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-02-23,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,20000
2023-02-23,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-23,pemasukan,Penjualan Es Teh,penjualan,50000
2023-02-23,pemasukan,Penjualan Nasi Uduk,penjualan,60000
2023-02-23,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-23,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-23,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-23,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-23,pemasukan,Penjualan Bakso,penjualan,22000
2023-02-23,pemasukan,Penjualan Bakso,penjualan,22000
2023-02-23,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,100000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,108000
2023-02-23,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,84000
2023-02-23,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-23,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-23,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2023-02-23,pemasukan,Penjualan Kopi Hitam,penjualan,7000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,30000
2023-02-23,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-23,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-23,pengeluaran,Beli Bahan Baku,bahan baku,568224
2023-02-23,pengeluaran,Pembelian Gas,bahan bakar,855412
2023-02-24,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-24,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-24,pemasukan,Penjualan Pecel Lele,penjualan,91000
2023-02-24,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2023-02-24,pemasukan,Penjualan Mie Ayam,penjualan,30000
2023-02-24,pemasukan,Penjualan Bakso,penjualan,77000
2023-02-24,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-24,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-02-24,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-02-24,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-24,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-24,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-24,pemasukan,Penjualan Jus Alpukat,penjualan,78000
2023-02-24,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-02-24,pemasukan,Penjualan Soto Ayam,penjualan,60000
2023-02-24,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-24,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-24,pemasukan,Penjualan Pecel Lele,penjualan,13000
2023-02-24,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-24,pemasukan,Penjualan Bakso,penjualan,55000
2023-02-24,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-24,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-24,pemasukan,Penjualan Es Teh,penjualan,10000
2023-02-24,pengeluaran,Beli Bahan Baku,bahan baku,496630
2023-02-24,pengeluaran,Transportasi,logistik,60559
2023-02-25,pemasukan,Penjualan Pecel Lele,penjualan,104000
2023-02-25,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-02-25,pemasukan,Penjualan Mie Ayam,penjualan,20000
2023-02-25,pemasukan,Penjualan Jus Alpukat,penjualan,52000
2023-02-25,pemasukan,Penjualan Soto Ayam,penjualan,36000
2023-02-25,pemasukan,Penjualan Nasi Uduk,penjualan,90000
2023-02-25,pemasukan,Penjualan Kopi Hitam,penjualan,28000
2023-02-25,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-02-25,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-25,pemasukan,Penjualan Pecel Lele,penjualan,130000
2023-02-25,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-25,pemasukan,Penjualan Jus Alpukat,penjualan,130000
2023-02-25,pemasukan,Penjualan Mie Ayam,penjualan,60000
2023-02-25,pemasukan,Penjualan Soto Ayam,penjualan,36000
2023-02-25,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-25,pemasukan,Penjualan Bakso,penjualan,22000
2023-02-25,pemasukan,Penjualan Nasi Goreng,penjualan,24000
2023-02-25,pemasukan,Penjualan Soto Ayam,penjualan,96000
2023-02-25,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-25,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-25,pemasukan,Penjualan Kopi Hitam,penjualan,63000
2023-02-25,pemasukan,Penjualan Jus Alpukat,penjualan,39000
2023-02-25,pemasukan,Penjualan Bakso,penjualan,99000
2023-02-25,pemasukan,Penjualan Es Teh,penjualan,25000
2023-02-25,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-02-25,pengeluaran,Beli Bahan Baku,bahan baku,640374
2023-02-26,pemasukan,Penjualan Nasi Uduk,penjualan,100000
2023-02-26,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-02-26,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-26,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-02-26,pemasukan,Penjualan Nasi Goreng,penjualan,108000
2023-02-26,pemasukan,Penjualan Nasi Goreng,penjualan,36000
2023-02-26,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-02-26,pemasukan,Penjualan Es Teh,penjualan,40000
2023-02-26,pemasukan,Penjualan Nasi Goreng,penjualan,120000
2023-02-26,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2023-02-26,pemasukan,Penjualan Mie Ayam,penjualan,80000
2023-02-26,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-26,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-02-26,pemasukan,Penjualan Bakso,penjualan,44000
2023-02-26,pemasukan,Penjualan Kopi Hitam,penjualan,70000
2023-02-26,pemasukan,Penjualan Ayam Bakar,penjualan,60000
2023-02-26,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-02-26,pemasukan,Penjualan Ayam Bakar,penjualan,75000
2023-02-26,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-26,pemasukan,Penjualan Es Teh,penjualan,5000
2023-02-26,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-02-26,pemasukan,Penjualan Es Teh,penjualan,50000
2023-02-26,pemasukan,Penjualan Ayam Bakar,penjualan,30000
2023-02-26,pemasukan,Penjualan Nasi Goreng,penjualan,84000
2023-02-26,pengeluaran,Beli Bahan Baku,bahan baku,650650
2023-02-26,pengeluaran,Transportasi,logistik,70192
2023-02-26,pengeluaran,Pembelian Gas,bahan bakar,868989
2023-02-27,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-27,pemasukan,Penjualan Nasi Goreng,penjualan,48000
2023-02-27,pemasukan,Penjualan Nasi Goreng,penjualan,96000
2023-02-27,pemasukan,Penjualan Pecel Lele,penjualan,26000
2023-02-27,pemasukan,Penjualan Ayam Bakar,penjualan,45000
2023-02-27,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-27,pemasukan,Penjualan Soto Ayam,penjualan,12000
2023-02-27,pemasukan,Penjualan Kopi Hitam,penjualan,21000
2023-02-27,pemasukan,Penjualan Pecel Lele,penjualan,52000
2023-02-27,pemasukan,Penjualan Kopi Hitam,penjualan,14000
2023-02-27,pemasukan,Penjualan Nasi Uduk,penjualan,20000
2023-02-27,pemasukan,Penjualan Bakso,penjualan,33000
2023-02-27,pemasukan,Penjualan Soto Ayam,penjualan,72000
2023-02-27,pemasukan,Penjualan Mie Ayam,penjualan,10000
2023-02-27,pemasukan,Penjualan Es Teh,penjualan,15000
2023-02-27,pemasukan,Penjualan Bakso,penjualan,33000
2023-02-27,pemasukan,Penjualan Kopi Hitam,penjualan,56000
2023-02-27,pemasukan,Penjualan Mie Ayam,penjualan,40000
2023-02-27,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-27,pemasukan,Penjualan Ayam Bakar,penjualan,105000
2023-02-27,pengeluaran,Beli Bahan Baku,bahan baku,517086
2023-02-27,pengeluaran,Transportasi,logistik,48794
2023-02-27,pengeluaran,Pembelian Gas,bahan bakar,857781
2023-02-27,pengeluaran,Gaji Karyawan,gaji,2828972
2023-02-28,pemasukan,Penjualan Mie Ayam,penjualan,20000
2023-02-28,pemasukan,Penjualan Mie Ayam,penjualan,70000
2023-02-28,pemasukan,Penjualan Mie Ayam,penjualan,90000
2023-02-28,pemasukan,Penjualan Nasi Uduk,penjualan,70000
2023-02-28,pemasukan,Penjualan Ayam Bakar,penjualan,150000
2023-02-28,pemasukan,Penjualan Kopi Hitam,penjualan,35000
2023-02-28,pemasukan,Penjualan Jus Alpukat,penjualan,117000
2023-02-28,pemasukan,Penjualan Bakso,penjualan,55000
2023-02-28,pemasukan,Penjualan Es Teh,penjualan,20000
2023-02-28,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-28,pemasukan,Penjualan Pecel Lele,penjualan,39000
2023-02-28,pemasukan,Penjualan Nasi Uduk,penjualan,10000
2023-02-28,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-28,pemasukan,Penjualan Ayam Bakar,penjualan,135000
2023-02-28,pemasukan,Penjualan Es Teh,penjualan,5000
2023-02-28,pemasukan,Penjualan Es Teh,penjualan,30000
2023-02-28,pemasukan,Penjualan Jus Alpukat,penjualan,65000
2023-02-28,pemasukan,Penjualan Jus Alpukat,penjualan,13000
2023-02-28,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-28,pemasukan,Penjualan Pecel Lele,penjualan,65000
2023-02-28,pemasukan,Penjualan Nasi Goreng,penjualan,12000
2023-02-28,pemasukan,Penjualan Nasi Uduk,penjualan,90000
