tanggal,jenis,nama,kategori,nominal,Nama Toko
2022-03-07,pemasukan,Penjualan Nasi Goreng,penjualan,48000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Mie Ayam,penjualan,60000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Nasi Uduk,penjualan,80000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Ayam Bakar,penjualan,75000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Nasi Goreng,penjualan,120000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Es Teh,penjualan,40000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Soto Ayam,penjualan,36000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Bakso,penjualan,11000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Es Teh,penjualan,10000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Mie Ayam,penjualan,60000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Pecel Lele,penjualan,104000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Jus Alpukat,penjualan,91000,Warung bu sholeh
2022-03-07,pemasukan,Penjualan Mie Ayam,penjualan,50000,Warung bu sholeh
2022-03-07,pengeluaran,Beli Bahan Baku,bahan baku,788340,Warung bu sholeh
2022-03-07,pengeluaran,Transportasi,logistik,42932,Warung bu sholeh
2022-03-07,pengeluaran,Pembelian Gas,bahan bakar,857342,Warung bu sholeh
2022-03-07,pengeluaran,Gaji Karyawan,gaji,1238616,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,90000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Soto Ayam,penjualan,84000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Soto Ayam,penjualan,96000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Soto Ayam,penjualan,108000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Kopi Hitam,penjualan,49000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Kopi Hitam,penjualan,14000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,10000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Nasi Uduk,penjualan,10000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Pecel Lele,penjualan,130000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Bakso,penjualan,44000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Es Teh,penjualan,50000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Bakso,penjualan,110000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,60000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Nasi Uduk,penjualan,50000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,40000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Nasi Uduk,penjualan,50000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Nasi Uduk,penjualan,30000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Bakso,penjualan,99000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,70000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Es Teh,penjualan,50000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Mie Ayam,penjualan,80000,Warung bu sholeh
2022-03-08,pemasukan,Penjualan Jus Alpukat,penjualan,91000,Warung bu sholeh
2022-03-08,pengeluaran,Beli Bahan Baku,bahan baku,348761,Warung bu sholeh
2022-03-08,pengeluaran,Pembelian Gas,bahan bakar,858851,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,90000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,45000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Pecel Lele,penjualan,104000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Es Teh,penjualan,40000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Nasi Uduk,penjualan,20000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Nasi Goreng,penjualan,24000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Soto Ayam,penjualan,120000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Soto Ayam,penjualan,48000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Kopi Hitam,penjualan,7000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,88000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Kopi Hitam,penjualan,7000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Jus Alpukat,penjualan,91000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Kopi Hitam,penjualan,49000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,77000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,150000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Kopi Hitam,penjualan,70000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Nasi Goreng,penjualan,24000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Es Teh,penjualan,45000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Kopi Hitam,penjualan,21000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,110000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Soto Ayam,penjualan,96000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Mie Ayam,penjualan,50000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,77000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,33000,Warung bu sholeh
2022-03-09,pemasukan,Penjualan Bakso,penjualan,99000,Warung bu sholeh
2022-03-09,pengeluaran,Beli Bahan Baku,bahan baku,541100,Warung bu sholeh
2022-03-09,pengeluaran,Transportasi,logistik,63226,Warung bu sholeh
2022-03-09,pengeluaran,Pembelian Gas,bahan bakar,856152,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Goreng,penjualan,60000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Bakso,penjualan,33000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Kopi Hitam,penjualan,7000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Soto Ayam,penjualan,108000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Es Teh,penjualan,30000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Ayam Bakar,penjualan,150000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Bakso,penjualan,110000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Jus Alpukat,penjualan,130000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Kopi Hitam,penjualan,49000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Ayam Bakar,penjualan,120000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Uduk,penjualan,50000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Kopi Hitam,penjualan,28000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Uduk,penjualan,50000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Es Teh,penjualan,15000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Kopi Hitam,penjualan,63000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Es Teh,penjualan,15000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Ayam Bakar,penjualan,150000,Warung bu sholeh
2022-03-10,pemasukan,Penjualan Nasi Goreng,penjualan,36000,Warung bu sholeh
2022-03-10,pengeluaran,Beli Bahan Baku,bahan baku,580652,Warung bu sholeh
2022-03-10,pengeluaran,Transportasi,logistik,72188,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Goreng,penjualan,24000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Uduk,penjualan,90000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Jus Alpukat,penjualan,13000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Goreng,penjualan,84000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Es Teh,penjualan,45000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Goreng,penjualan,96000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Uduk,penjualan,10000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Kopi Hitam,penjualan,63000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Uduk,penjualan,50000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Jus Alpukat,penjualan,130000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Jus Alpukat,penjualan,104000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Soto Ayam,penjualan,120000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Bakso,penjualan,55000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Nasi Goreng,penjualan,60000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Ayam Bakar,penjualan,45000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Es Teh,penjualan,25000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Jus Alpukat,penjualan,117000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Ayam Bakar,penjualan,135000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Bakso,penjualan,11000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Mie Ayam,penjualan,10000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Soto Ayam,penjualan,60000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Kopi Hitam,penjualan,21000,Warung bu sholeh
2022-03-11,pemasukan,Penjualan Mie Ayam,penjualan,10000,Warung bu sholeh
2022-03-11,pengeluaran,Beli Bahan Baku,bahan baku,316257,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Es Teh,penjualan,45000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Mie Ayam,penjualan,80000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Nasi Goreng,penjualan,96000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Mie Ayam,penjualan,80000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Mie Ayam,penjualan,40000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Jus Alpukat,penjualan,78000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Jus Alpukat,penjualan,65000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Ayam Bakar,penjualan,120000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Kopi Hitam,penjualan,7000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Pecel Lele,penjualan,117000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Ayam Bakar,penjualan,135000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Kopi Hitam,penjualan,42000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Jus Alpukat,penjualan,52000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Soto Ayam,penjualan,24000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Kopi Hitam,penjualan,21000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Soto Ayam,penjualan,108000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Mie Ayam,penjualan,80000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Soto Ayam,penjualan,36000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Kopi Hitam,penjualan,49000,Warung bu sholeh
2022-03-12,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-12,pengeluaran,Beli Bahan Baku,bahan baku,641921,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,39000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,15000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,52000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Jus Alpukat,penjualan,13000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,25000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,25000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,91000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,10000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Soto Ayam,penjualan,120000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Kopi Hitam,penjualan,70000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Mie Ayam,penjualan,20000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Es Teh,penjualan,10000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,65000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,104000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Jus Alpukat,penjualan,104000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Pecel Lele,penjualan,130000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Mie Ayam,penjualan,70000,Warung bu sholeh
2022-03-13,pemasukan,Penjualan Bakso,penjualan,22000,Warung bu sholeh
2022-03-13,pengeluaran,Beli Bahan Baku,bahan baku,770801,Warung bu sholeh
2022-03-13,pengeluaran,Transportasi,logistik,75632,Warung bu sholeh
2022-03-13,pengeluaran,Pembelian Gas,bahan bakar,867952,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Jus Alpukat,penjualan,117000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Ayam Bakar,penjualan,105000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Jus Alpukat,penjualan,117000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Ayam Bakar,penjualan,45000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Goreng,penjualan,36000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Jus Alpukat,penjualan,52000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Mie Ayam,penjualan,30000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Es Teh,penjualan,20000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Es Teh,penjualan,30000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Uduk,penjualan,30000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Ayam Bakar,penjualan,105000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Pecel Lele,penjualan,65000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Soto Ayam,penjualan,12000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Mie Ayam,penjualan,50000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Uduk,penjualan,80000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Mie Ayam,penjualan,30000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Mie Ayam,penjualan,80000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Ayam Bakar,penjualan,150000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Nasi Uduk,penjualan,90000,Warung bu sholeh
2022-03-14,pemasukan,Penjualan Ayam Bakar,penjualan,90000,Warung bu sholeh
2022-03-14,pengeluaran,Beli Bahan Baku,bahan baku,709764,Warung bu sholeh
2022-03-14,pengeluaran,Pembelian Gas,bahan bakar,883913,Warung bu sholeh
2022-03-14,pengeluaran,Gaji Karyawan,gaji,1681367,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Pecel Lele,penjualan,91000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Jus Alpukat,penjualan,104000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Soto Ayam,penjualan,12000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Ayam Bakar,penjualan,105000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Uduk,penjualan,70000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Kopi Hitam,penjualan,14000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,108000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Pecel Lele,penjualan,78000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Bakso,penjualan,33000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Soto Ayam,penjualan,36000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Bakso,penjualan,77000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Ayam Bakar,penjualan,15000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,60000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Pecel Lele,penjualan,78000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,36000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Jus Alpukat,penjualan,26000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Uduk,penjualan,90000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Jus Alpukat,penjualan,117000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,36000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Es Teh,penjualan,50000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Goreng,penjualan,108000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Bakso,penjualan,88000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Nasi Uduk,penjualan,100000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Kopi Hitam,penjualan,7000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Ayam Bakar,penjualan,30000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Soto Ayam,penjualan,96000,Warung bu sholeh
2022-03-15,pemasukan,Penjualan Es Teh,penjualan,30000,Warung bu sholeh
2022-03-15,pengeluaran,Beli Bahan Baku,bahan baku,318197,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Jus Alpukat,penjualan,65000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Es Teh,penjualan,30000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Mie Ayam,penjualan,90000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Bakso,penjualan,99000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Pecel Lele,penjualan,65000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Soto Ayam,penjualan,12000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Bakso,penjualan,99000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Jus Alpukat,penjualan,91000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Ayam Bakar,penjualan,45000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Soto Ayam,penjualan,84000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Pecel Lele,penjualan,91000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Nasi Uduk,penjualan,80000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Soto Ayam,penjualan,96000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Mie Ayam,penjualan,70000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Kopi Hitam,penjualan,63000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Nasi Uduk,penjualan,60000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Bakso,penjualan,33000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Ayam Bakar,penjualan,120000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Jus Alpukat,penjualan,39000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Mie Ayam,penjualan,40000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Nasi Uduk,penjualan,70000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Nasi Uduk,penjualan,100000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Kopi Hitam,penjualan,28000,Warung bu sholeh
2022-03-16,pemasukan,Penjualan Bakso,penjualan,55000,Warung bu sholeh
2022-03-16,pengeluaran,Beli Bahan Baku,bahan baku,708679,Warung bu sholeh
2022-03-16,pengeluaran,Transportasi,logistik,75250,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Uduk,penjualan,10000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Pecel Lele,penjualan,65000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Bakso,penjualan,44000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Es Teh,penjualan,45000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Soto Ayam,penjualan,60000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Ayam Bakar,penjualan,150000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Pecel Lele,penjualan,65000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Pecel Lele,penjualan,117000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Uduk,penjualan,90000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Goreng,penjualan,72000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Uduk,penjualan,80000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Nasi Uduk,penjualan,80000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Jus Alpukat,penjualan,117000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Bakso,penjualan,11000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Es Teh,penjualan,25000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Soto Ayam,penjualan,108000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Soto Ayam,penjualan,84000,Warung bu sholeh
2022-03-17,pemasukan,Penjualan Soto Ayam,penjualan,24000,Warung bu sholeh
2022-03-17,pengeluaran,Beli Bahan Baku,bahan baku,607167,Warung bu sholeh
2022-03-17,pengeluaran,Pembelian Gas,bahan bakar,872706,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Mie Ayam,penjualan,60000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Soto Ayam,penjualan,96000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Ayam Bakar,penjualan,90000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Ayam Bakar,penjualan,120000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Es Teh,penjualan,5000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Mie Ayam,penjualan,100000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Jus Alpukat,penjualan,13000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Es Teh,penjualan,45000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Es Teh,penjualan,50000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Jus Alpukat,penjualan,65000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Ayam Bakar,penjualan,105000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Kopi Hitam,penjualan,70000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Jus Alpukat,penjualan,52000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Pecel Lele,penjualan,13000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Es Teh,penjualan,25000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Nasi Uduk,penjualan,40000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Nasi Uduk,penjualan,90000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Bakso,penjualan,99000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Es Teh,penjualan,30000,Warung bu sholeh
2022-03-18,pemasukan,Penjualan Soto Ayam,penjualan,84000,Warung bu sholeh
