tanggal,jenis,nama,kategori,nominal,Nama Toko
2022-02-24,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,66000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Tahu/Tempe,penjualan,12000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Ayam Goreng,penjualan,63000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Nasi Paru,penjualan,60000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Tahu/Tempe,penjualan,28000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Nasi Rendang,penjualan,120000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Es Teh,penjualan,12000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Es Teh Jumbo,penjualan,15000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Limpa/Hati,penjualan,85000,RM Sinar Baledo
2022-02-24,pemasukan,Penjualan Usus/ISO,penjualan,102000,RM Sinar Baledo
2022-02-24,pengeluaran,Beli Bahan Baku,bahan baku,617980,RM Sinar Baledo
2022-02-24,pengeluaran,Transportasi,logistik,76731,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,8000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,13000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Cincang,penjualan,136000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Teh Hangat,penjualan,6000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Jengkol,penjualan,80000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Lemon Tea,penjualan,10000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,78000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Perkedel,penjualan,33000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Lemon Tea,penjualan,20000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Babat,penjualan,220000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,117000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Lemon Tea,penjualan,20000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,130000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,91000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Otak,penjualan,44000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Ayam Goreng,penjualan,36000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Rendang,penjualan,40000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Ayam Balado,penjualan,18000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Goreng,penjualan,26000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,104000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Goreng,penjualan,39000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Ekstra Sambel,penjualan,20000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Es Jeruk,penjualan,20000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,130000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Paru,penjualan,27000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Es Jeruk,penjualan,40000,RM Sinar Baledo
2022-02-25,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,154000,RM Sinar Baledo
2022-02-25,pengeluaran,Beli Bahan Baku,bahan baku,361661,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Rendang,penjualan,80000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,120000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Kikil/Tunjang,penjualan,170000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Cumi,penjualan,198000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,130000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,44000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Ikan Gulai,penjualan,9000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Lemon Tea,penjualan,20000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,45000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Rendang,penjualan,60000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,176000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Rendang,penjualan,80000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Paru,penjualan,135000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Usus/ISO,penjualan,119000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,78000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Es Jeruk,penjualan,15000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,36000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Lemon Tea,penjualan,35000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,64000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,52000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Usus/ISO,penjualan,153000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Ikan Balado,penjualan,52000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Paru,penjualan,90000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Telor,penjualan,54000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,40000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Nasi Ikan Lele,penjualan,39000,RM Sinar Baledo
2022-02-26,pemasukan,Penjualan Es Teh Jumbo,penjualan,5000,RM Sinar Baledo
2022-02-26,pengeluaran,Beli Bahan Baku,bahan baku,478625,RM Sinar Baledo
2022-02-26,pengeluaran,Transportasi,logistik,33997,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ekstra Sayur,penjualan,4000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Dendeng Lambok,penjualan,60000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Es Jeruk,penjualan,45000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,154000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Usus / Iso,penjualan,88000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Kikil/Tunjang,penjualan,102000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Usus / Iso,penjualan,154000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ekstra Sambel,penjualan,4000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Jengkol,penjualan,30000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Telor,penjualan,44000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Es Jeruk,penjualan,20000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ikan Balado,penjualan,90000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,110000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Lemon Tea,penjualan,15000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ayam Balado,penjualan,27000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Otak,penjualan,17000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,63000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,117000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Limpa/Hati,penjualan,85000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ayam Goreng,penjualan,9000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Cumi,penjualan,170000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Telor,penjualan,18000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ekstra Sambel,penjualan,10000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ayam Balado,penjualan,90000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,130000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Babat,penjualan,153000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Ayam Balado,penjualan,9000,RM Sinar Baledo
2022-02-27,pemasukan,Penjualan Teh Hangat,penjualan,15000,RM Sinar Baledo
2022-02-27,pengeluaran,Beli Bahan Baku,bahan baku,645783,RM Sinar Baledo
2022-02-27,pengeluaran,Transportasi,logistik,51293,RM Sinar Baledo
2022-02-27,pengeluaran,Pembelian Gas,bahan bakar,882563,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Cincang,penjualan,119000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Cincang / Kambing,penjualan,110000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Dendeng Lambok,penjualan,80000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ayam Goreng,penjualan,36000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,104000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ekstra Sayur,penjualan,4000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,110000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,39000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Babat,penjualan,198000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Babat,penjualan,153000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ikan Balado,penjualan,9000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Cincang,penjualan,68000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ikan Gulai,penjualan,27000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ikan Gulai,penjualan,36000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,26000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Tahu/Tempe,penjualan,4000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,220000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,65000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Nasi Babat,penjualan,220000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Es Jeruk,penjualan,25000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ikan Gulai,penjualan,54000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Ayam Bakar,penjualan,45000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Es Teh,penjualan,6000,RM Sinar Baledo
2022-02-28,pemasukan,Penjualan Tahu/Tempe,penjualan,28000,RM Sinar Baledo
2022-02-28,pengeluaran,Beli Bahan Baku,bahan baku,369058,RM Sinar Baledo
2022-02-28,pengeluaran,Transportasi,logistik,47833,RM Sinar Baledo
2022-02-28,pengeluaran,Gaji Karyawan,gaji,1213621,RM Sinar Baledo
2022-02-28,pengeluaran,Pembelian Bahan Baku Daging,bahan_baku,1524349,RM Sinar Baledo
2022-02-28,pengeluaran,Pembelian Sayuran & Bumbu,bahan_baku,794679,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,80000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Es Teh Jumbo,penjualan,25000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Cumi,penjualan,66000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Teh Hangat,penjualan,12000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ayam Goreng,penjualan,90000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Jeruk Hangat,penjualan,30000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Ikan Lele,penjualan,91000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ikan Balado,penjualan,45000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ekstra Sayur,penjualan,9000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ayam Bakar,penjualan,36000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Perkedel,penjualan,48000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Teh Hangat,penjualan,15000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,63000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,117000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,66000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,117000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,52000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Otak,penjualan,176000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ayam Gulai,penjualan,54000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Cumi,penjualan,51000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Paru,penjualan,36000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Jengkol,penjualan,20000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Ayam Gulai,penjualan,54000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,120000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Jeruk Hangat,penjualan,35000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,75000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,39000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Babat,penjualan,170000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Lemon Tea,penjualan,5000,RM Sinar Baledo
2022-03-01,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,24000,RM Sinar Baledo
2022-03-01,pengeluaran,Beli Bahan Baku,bahan baku,484472,RM Sinar Baledo
2022-03-01,pengeluaran,Biaya Listrik,operasional,2047809,RM Sinar Baledo
2022-03-01,pengeluaran,Biaya Air,operasional,414819,RM Sinar Baledo
2022-03-01,pengeluaran,Biaya Sewa Tempat,sewa,4277780,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Telor,penjualan,6000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Ikan Balado,penjualan,81000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,105000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Telor,penjualan,24000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Ikan Lele,penjualan,91000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Tahu/Tempe,penjualan,28000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Jengkol,penjualan,10000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Ayam Goreng,penjualan,45000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,15000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Ayam Balado,penjualan,81000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Teh Hangat,penjualan,24000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Usus / Iso,penjualan,66000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Ikan Gulai,penjualan,91000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Ayam Bakar,penjualan,27000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Lemon Tea,penjualan,50000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Dendeng Lambok,penjualan,50000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Dendeng Lambok,penjualan,50000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Nasi Perkedel,penjualan,55000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Es Jeruk,penjualan,25000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Ikan Goreng,penjualan,54000,RM Sinar Baledo
2022-03-02,pemasukan,Penjualan Paru,penjualan,18000,RM Sinar Baledo
2022-03-02,pengeluaran,Beli Bahan Baku,bahan baku,748720,RM Sinar Baledo
2022-03-02,pengeluaran,Transportasi,logistik,52258,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Paru,penjualan,72000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,91000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Perkedel,penjualan,44000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Dendeng Lambok,penjualan,105000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Telor,penjualan,60000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Ikan Balado,penjualan,27000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Otak,penjualan,68000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Cumi,penjualan,51000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Ikan Gulai,penjualan,90000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Ikan Balado,penjualan,54000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Ikan Balado,penjualan,27000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Telor,penjualan,30000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Ikan Balado,penjualan,117000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Cumi,penjualan,220000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Tahu/Tempe,penjualan,16000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Nasi Babat,penjualan,220000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Kikil/Tunjang,penjualan,51000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Lele,penjualan,45000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Es Teh Jumbo,penjualan,45000,RM Sinar Baledo
2022-03-03,pemasukan,Penjualan Ikan Balado,penjualan,36000,RM Sinar Baledo
2022-03-03,pengeluaran,Beli Bahan Baku,bahan baku,567790,RM Sinar Baledo
2022-03-03,pengeluaran,Pembelian Gas,bahan bakar,894352,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Kikil / Tunjang,penjualan,110000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,45000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Rendang,penjualan,150000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Paru,penjualan,105000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Ikan Balado,penjualan,72000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Cumi,penjualan,153000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Paru,penjualan,81000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Lemon Tea,penjualan,40000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Jeruk Hangat,penjualan,15000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Babat,penjualan,68000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Perkedel,penjualan,55000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Perkedel,penjualan,54000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Es Teh Jumbo,penjualan,50000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Usus / Iso,penjualan,132000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Ikan Goreng,penjualan,9000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Teh Hangat,penjualan,27000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Ayam Balado,penjualan,117000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Rendang,penjualan,75000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Cumi,penjualan,132000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Es Teh,penjualan,24000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Lele,penjualan,9000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Ayam Gulai,penjualan,27000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Nasi Ikan Lele,penjualan,65000,RM Sinar Baledo
2022-03-04,pemasukan,Penjualan Ayam Bakar,penjualan,18000,RM Sinar Baledo
2022-03-04,pengeluaran,Beli Bahan Baku,bahan baku,434381,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Limpa / Hati,penjualan,132000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Ikan Balado,penjualan,130000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Cumi,penjualan,66000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Kikil/Tunjang,penjualan,153000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Ikan Goreng,penjualan,72000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Otak,penjualan,66000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Teh Hangat,penjualan,24000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Es Jeruk,penjualan,20000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Air Mineral,penjualan,30000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Ayam Balado,penjualan,130000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Air Mineral,penjualan,30000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Kepala Ikan Tongkol,penjualan,90000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Ikan Goreng,penjualan,27000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Telor,penjualan,99000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Air Mineral,penjualan,30000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Ikan Lele,penjualan,39000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Ikan Lele,penjualan,26000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Dendeng Lambok,penjualan,60000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Cumi,penjualan,110000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Cincang,penjualan,34000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Cumi,penjualan,176000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Teh Hangat,penjualan,6000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Usus / Iso,penjualan,176000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Telor,penjualan,55000,RM Sinar Baledo
2022-03-05,pemasukan,Penjualan Nasi Ikan Goreng,penjualan,104000,RM Sinar Baledo
2022-03-05,pengeluaran,Beli Bahan Baku,bahan baku,426861,RM Sinar Baledo
2022-03-05,pengeluaran,Penggantian Peralatan Makan,inventaris,367308,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Teh Hangat,penjualan,15000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Ayam Bakar,penjualan,36000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Lele,penjualan,45000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Es Teh Jumbo,penjualan,45000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Cumi,penjualan,132000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Ikan Lele,penjualan,104000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,39000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Limpa/Hati,penjualan,119000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Ekstra Sambel,penjualan,20000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Otak,penjualan,154000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Telor,penjualan,110000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Dendeng Lambok,penjualan,50000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Cincang,penjualan,85000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Es Teh,penjualan,6000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,8000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Es Teh,penjualan,6000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Ikan Gulai,penjualan,36000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Rendang,penjualan,75000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Otak,penjualan,85000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Es Teh Jumbo,penjualan,10000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Ikan Balado,penjualan,104000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Lemon/Jeruk Jumbo,penjualan,8000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Ayam Gulai,penjualan,90000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Otak,penjualan,68000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Ayam Goreng,penjualan,63000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Nasi Ayam Bakar,penjualan,52000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Lele,penjualan,63000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Usus/ISO,penjualan,51000,RM Sinar Baledo
2022-03-06,pemasukan,Penjualan Perkedel,penjualan,6000,RM Sinar Baledo
2022-03-06,pengeluaran,Beli Bahan Baku,bahan baku,342968,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Ayam Gulai,penjualan,54000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Lemon Tea,penjualan,10000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Nasi Paru,penjualan,135000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Nasi Ayam Gulai,penjualan,13000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Tahu/Tempe,penjualan,8000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Nasi Ikan Lele,penjualan,91000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Kepala Ikan Tongkol,penjualan,9000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Ayam Gulai,penjualan,72000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Nasi Ayam Balado,penjualan,26000,RM Sinar Baledo
2022-03-07,pemasukan,Penjualan Jengkol,penjualan,60000,RM Sinar Baledo
