tanggal,jenis,nama,kategori,nominal
2024-03-30,pemasukan,Pendapatan Royalti,lainnya,148975
2024-03-30,pemasukan,Penjualan Produk B,penjualan,92241
2024-03-30,pengeluaran,Biaya Digital Marketing,pemasaran,132314
2024-03-30,pemasukan,Pendapatan Komisi,lainnya,106295
2024-03-30,pengeluaran,Biaya Asuransi,administrasi,162837
2024-03-30,pemasukan,Pendapatan Komisi,lainnya,111223
2024-03-30,pemasukan,Pendapatan Sewa,lainnya,111561
2024-03-30,pengeluaran,Pemeliharaan Gedung,pemeliharaan,149575
2024-03-31,pengeluaran,Pembelian Material D,bahan baku,123720
2024-03-31,pengeluaran,Pembelian Bahan Baku A,bahan baku,150747
2024-03-31,pengeluaran,Biaya Telepon,operasional,148694
2024-03-31,pemasukan,Penjualan Produk A,penjualan,176483
2024-03-31,pengeluaran,Biaya Promosi,pemasaran,278903
2024-03-31,pemasukan,Pendapatan Royalti,lainnya,127781
2024-03-31,pengeluaran,Pembelian Material D,bahan baku,111650
2024-03-31,pengeluaran,Biaya Internet,operasional,145522
2024-03-31,pengeluaran,Biaya Air,operasional,135178
2024-03-31,pemasukan,Pendapatan Royalti,lainnya,103609
2024-03-31,pemasukan,Penjualan Jasa Konsultasi,penjualan,374697
2024-03-31,pemasukan,Pendapatan Komisi,lainnya,198387
2024-03-31,pemasukan,Penjualan Produk A,penjualan,317524
2024-03-31,pengeluaran,Pembelian Komponen C,bahan baku,112696
2024-03-31,pemasukan,Pendapatan Komisi,lainnya,186952
2024-03-31,pemasukan,Pendapatan Komisi,lainnya,167205
2024-04-01,pemasukan,Penjualan Jasa Konsultasi,penjualan,282395
2024-04-01,pemasukan,Penjualan Produk B,penjualan,448051
2024-04-01,pengeluaran,Biaya Digital Marketing,pemasaran,235974
2024-04-01,pengeluaran,Biaya Telepon,operasional,143300
2024-04-01,pemasukan,Penjualan Produk C,penjualan,422693
2024-04-01,pemasukan,Penjualan Produk B,penjualan,152598
2024-04-01,pemasukan,Pendapatan Sewa,lainnya,198018
2024-04-01,pemasukan,Pendapatan Royalti,lainnya,163759
2024-04-01,pengeluaran,Gaji Karyawan,operasional,115290
2024-04-01,pemasukan,Pendapatan Royalti,lainnya,191434
2024-04-01,pemasukan,Penjualan Layanan Teknis,penjualan,227648
2024-04-01,pemasukan,Pendapatan Sewa,lainnya,198481
2024-04-01,pengeluaran,Biaya Listrik,operasional,103536
2024-04-01,pengeluaran,Biaya Cetak Brosur,pemasaran,120802
2024-04-01,pengeluaran,Biaya Transportasi,operasional,142321
2024-04-01,pemasukan,Penjualan Jasa Konsultasi,penjualan,233015
2024-04-01,pengeluaran,Biaya Transportasi,operasional,121328
2024-04-01,pengeluaran,Pemeliharaan Mesin,pemeliharaan,261325
2024-04-01,pemasukan,Pendapatan Komisi,lainnya,136907
2024-04-01,pengeluaran,Biaya Iklan,pemasaran,121981
2024-04-02,pengeluaran,Biaya Promosi,pemasaran,203619
2024-04-02,pengeluaran,Pemeliharaan Gedung,pemeliharaan,240416
2024-04-02,pengeluaran,Biaya Air,operasional,139583
2024-04-02,pemasukan,Penjualan Jasa Konsultasi,penjualan,179014
2024-04-02,pemasukan,Penjualan Jasa Konsultasi,penjualan,214954
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,154511
2024-04-02,pengeluaran,Biaya Pajak,administrasi,120467
2024-04-02,pengeluaran,Biaya Telepon,operasional,119352
2024-04-02,pengeluaran,Biaya Digital Marketing,pemasaran,257380
2024-04-02,pemasukan,Penjualan Produk C,penjualan,487620
2024-04-02,pengeluaran,Pembelian Bahan Baku B,bahan baku,246454
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,154050
2024-04-02,pengeluaran,Biaya Administrasi,administrasi,53904
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,149810
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,197630
2024-04-02,pemasukan,Penjualan Produk A,penjualan,385395
2024-04-02,pemasukan,Penjualan Produk C,penjualan,357729
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,168091
2024-04-02,pengeluaran,Biaya Transportasi,operasional,146350
2024-04-02,pemasukan,Penjualan Produk A,penjualan,142330
2024-04-02,pemasukan,Pendapatan Royalti,lainnya,183558
2024-04-02,pemasukan,Pendapatan Sewa,lainnya,148373
2024-04-02,pemasukan,Penjualan Produk A,penjualan,63815
2024-04-02,pengeluaran,Biaya Asuransi,administrasi,129382
2024-04-03,pemasukan,Pendapatan Sewa,lainnya,129693
2024-04-03,pengeluaran,Pembelian Komponen C,bahan baku,235551
2024-04-03,pengeluaran,Biaya Internet,operasional,147323
2024-04-03,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,122081
2024-04-03,pemasukan,Penjualan Produk B,penjualan,191082
2024-04-03,pemasukan,Penjualan Produk C,penjualan,63876
2024-04-03,pemasukan,Pendapatan Sewa,lainnya,156230
2024-04-03,pemasukan,Penjualan Jasa Konsultasi,penjualan,446879
2024-04-03,pengeluaran,Biaya Iklan,pemasaran,217512
2024-04-03,pemasukan,Pendapatan Royalti,lainnya,130664
2024-04-03,pemasukan,Penjualan Jasa Konsultasi,penjualan,53903
2024-04-03,pemasukan,Pendapatan Komisi,lainnya,107571
2024-04-03,pemasukan,Pendapatan Sewa,lainnya,109057
2024-04-03,pengeluaran,Pemeliharaan Peralatan,pemeliharaan,169655
2024-04-03,pemasukan,Pendapatan Sewa,lainnya,153032
2024-04-03,pengeluaran,Pembelian Komponen C,bahan baku,184582
2024-04-03,pemasukan,Penjualan Produk B,penjualan,459787
2024-04-03,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,162166
2024-04-03,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,200327
2024-04-03,pengeluaran,Biaya Promosi,pemasaran,285708
2024-04-03,pengeluaran,Biaya Cetak Brosur,pemasaran,269972
2024-04-04,pengeluaran,Biaya Event,pemasaran,185285
2024-04-04,pemasukan,Pendapatan Royalti,lainnya,126254
2024-04-04,pemasukan,Pendapatan Royalti,lainnya,184677
2024-04-04,pemasukan,Penjualan Produk B,penjualan,289869
2024-04-04,pemasukan,Pendapatan Royalti,lainnya,148974
2024-04-04,pemasukan,Penjualan Jasa Konsultasi,penjualan,388843
2024-04-04,pengeluaran,Pembelian Bahan Baku A,bahan baku,194791
2024-04-04,pengeluaran,Biaya Notaris,administrasi,181743
2024-04-04,pengeluaran,Biaya Cetak Brosur,pemasaran,189940
2024-04-04,pemasukan,Pendapatan Sewa,lainnya,100021
2024-04-04,pemasukan,Penjualan Produk C,penjualan,466636
2024-04-04,pemasukan,Pendapatan Sewa,lainnya,107241
2024-04-04,pemasukan,Pendapatan Komisi,lainnya,120162
2024-04-04,pengeluaran,Biaya Event,pemasaran,254450
2024-04-04,pemasukan,Penjualan Layanan Teknis,penjualan,468624
2024-04-04,pemasukan,Penjualan Layanan Teknis,penjualan,276530
2024-04-04,pemasukan,Pendapatan Komisi,lainnya,148741
2024-04-04,pengeluaran,Biaya Event,pemasaran,250566
2024-04-04,pemasukan,Pendapatan Sewa,lainnya,122015
2024-04-04,pengeluaran,Biaya Legal,administrasi,164652
2024-04-04,pemasukan,Penjualan Jasa Konsultasi,penjualan,133320
2024-04-04,pemasukan,Pendapatan Sewa,lainnya,185289
2024-04-04,pemasukan,Pendapatan Sewa,lainnya,159117
2024-04-05,pengeluaran,Biaya Legal,administrasi,160137
2024-04-05,pengeluaran,Biaya Administrasi,administrasi,111802
2024-04-05,pemasukan,Penjualan Produk A,penjualan,160447
2024-04-05,pemasukan,Penjualan Produk C,penjualan,113686
2024-04-05,pemasukan,Penjualan Produk A,penjualan,117331
2024-04-05,pemasukan,Pendapatan Sewa,lainnya,157985
2024-04-05,pemasukan,Penjualan Produk A,penjualan,200132
2024-04-05,pengeluaran,Biaya Event,pemasaran,253975
2024-04-05,pengeluaran,Biaya Transportasi,operasional,129907
2024-04-05,pemasukan,Pendapatan Royalti,lainnya,176819
2024-04-05,pemasukan,Penjualan Jasa Konsultasi,penjualan,253092
2024-04-05,pengeluaran,Biaya Pajak,administrasi,189386
2024-04-05,pemasukan,Pendapatan Komisi,lainnya,133129
2024-04-05,pengeluaran,Pemeliharaan Gedung,pemeliharaan,257185
2024-04-05,pengeluaran,Biaya Listrik,operasional,134705
2024-04-05,pemasukan,Penjualan Produk C,penjualan,191799
2024-04-05,pemasukan,Penjualan Produk C,penjualan,229712
2024-04-05,pengeluaran,Pembelian Material D,bahan baku,101285
2024-04-06,pemasukan,Penjualan Jasa Konsultasi,penjualan,261505
2024-04-06,pengeluaran,Biaya Event,pemasaran,156512
2024-04-06,pengeluaran,Biaya Cetak Brosur,pemasaran,240113
2024-04-06,pengeluaran,Biaya Event,pemasaran,222629
2024-04-06,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,250393
2024-04-06,pemasukan,Penjualan Produk A,penjualan,117129
2024-04-06,pemasukan,Pendapatan Royalti,lainnya,128057
2024-04-06,pemasukan,Pendapatan Royalti,lainnya,116274
2024-04-06,pemasukan,Penjualan Produk B,penjualan,329364
2024-04-06,pemasukan,Pendapatan Sewa,lainnya,109049
2024-04-06,pengeluaran,Biaya Notaris,administrasi,147461
2024-04-06,pemasukan,Pendapatan Royalti,lainnya,193155
2024-04-06,pemasukan,Penjualan Produk C,penjualan,69362
2024-04-06,pemasukan,Pendapatan Sewa,lainnya,173237
2024-04-06,pengeluaran,Pembelian Bahan Baku A,bahan baku,265890
2024-04-06,pemasukan,Pendapatan Sewa,lainnya,181188
2024-04-06,pemasukan,Penjualan Produk C,penjualan,455796
2024-04-06,pengeluaran,Biaya Asuransi,administrasi,122655
2024-04-06,pengeluaran,Pemeliharaan Peralatan,pemeliharaan,246043
2024-04-06,pengeluaran,Pemeliharaan Mesin,pemeliharaan,180243
2024-04-06,pemasukan,Pendapatan Komisi,lainnya,173674
2024-04-06,pengeluaran,Gaji Karyawan,operasional,104184
2024-04-06,pemasukan,Pendapatan Komisi,lainnya,143298
2024-04-06,pengeluaran,Biaya Pajak,administrasi,194842
2024-04-06,pemasukan,Pendapatan Komisi,lainnya,153396
2024-04-06,pemasukan,Penjualan Layanan Teknis,penjualan,274373
2024-04-07,pemasukan,Pendapatan Sewa,lainnya,152831
2024-04-07,pengeluaran,Pembelian Bahan Baku A,bahan baku,274950
2024-04-07,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,239814
2024-04-07,pemasukan,Penjualan Produk A,penjualan,214229
2024-04-07,pengeluaran,Biaya Listrik,operasional,113055
2024-04-07,pemasukan,Pendapatan Sewa,lainnya,174537
2024-04-07,pemasukan,Penjualan Produk A,penjualan,381858
2024-04-07,pemasukan,Pendapatan Komisi,lainnya,126798
2024-04-07,pengeluaran,Biaya Digital Marketing,pemasaran,242365
2024-04-07,pemasukan,Pendapatan Komisi,lainnya,182153
2024-04-07,pemasukan,Penjualan Produk C,penjualan,126349
2024-04-07,pemasukan,Pendapatan Royalti,lainnya,114730
2024-04-07,pemasukan,Penjualan Produk A,penjualan,237562
2024-04-07,pemasukan,Pendapatan Sewa,lainnya,164410
2024-04-07,pemasukan,Penjualan Produk C,penjualan,209884
2024-04-07,pemasukan,Penjualan Produk C,penjualan,117557
2024-04-07,pengeluaran,Biaya Digital Marketing,pemasaran,153308
2024-04-07,pemasukan,Pendapatan Royalti,lainnya,123261
2024-04-08,pengeluaran,Biaya Asuransi,administrasi,74866
2024-04-08,pemasukan,Pendapatan Komisi,lainnya,195097
2024-04-08,pengeluaran,Biaya Listrik,operasional,131862
2024-04-08,pemasukan,Pendapatan Sewa,lainnya,143895
2024-04-08,pengeluaran,Pemeliharaan Peralatan,pemeliharaan,254799
2024-04-08,pengeluaran,Pemeliharaan Gedung,pemeliharaan,235794
2024-04-08,pemasukan,Pendapatan Sewa,lainnya,156509
2024-04-08,pengeluaran,Biaya Event,pemasaran,261982
2024-04-08,pengeluaran,Pembelian Komponen C,bahan baku,137682
2024-04-08,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,258589
2024-04-08,pemasukan,Pendapatan Sewa,lainnya,139481
2024-04-08,pemasukan,Pendapatan Komisi,lainnya,186182
2024-04-08,pemasukan,Pendapatan Royalti,lainnya,150536
2024-04-08,pengeluaran,Biaya Administrasi,administrasi,153017
2024-04-08,pemasukan,Penjualan Produk B,penjualan,70946
2024-04-08,pengeluaran,Pembelian Material D,bahan baku,215368
2024-04-08,pengeluaran,Pembelian Bahan Baku A,bahan baku,259126
2024-04-08,pemasukan,Penjualan Layanan Teknis,penjualan,497780
2024-04-08,pengeluaran,Biaya Notaris,administrasi,157986
2024-04-08,pemasukan,Penjualan Produk A,penjualan,89719
2024-04-08,pemasukan,Pendapatan Sewa,lainnya,160109
2024-04-09,pemasukan,Pendapatan Komisi,lainnya,122376
2024-04-09,pengeluaran,Biaya Pajak,administrasi,197137
2024-04-09,pengeluaran,Biaya Telepon,operasional,142467
2024-04-09,pemasukan,Pendapatan Sewa,lainnya,157326
2024-04-09,pengeluaran,Biaya Legal,administrasi,104959
2024-04-09,pemasukan,Pendapatan Sewa,lainnya,146370
2024-04-09,pemasukan,Pendapatan Komisi,lainnya,125508
2024-04-09,pemasukan,Pendapatan Sewa,lainnya,128245
2024-04-09,pengeluaran,Biaya Promosi,pemasaran,104766
2024-04-09,pemasukan,Pendapatan Komisi,lainnya,131673
2024-04-09,pemasukan,Penjualan Jasa Konsultasi,penjualan,494618
2024-04-09,pengeluaran,Pembelian Komponen C,bahan baku,122670
2024-04-09,pemasukan,Pendapatan Komisi,lainnya,137510
2024-04-09,pengeluaran,Pembelian Bahan Baku A,bahan baku,143541
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,102564
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,170327
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,158561
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,113932
2024-04-10,pemasukan,Pendapatan Sewa,lainnya,147978
2024-04-10,pengeluaran,Biaya Cetak Brosur,pemasaran,219152
2024-04-10,pemasukan,Penjualan Produk C,penjualan,495612
2024-04-10,pengeluaran,Biaya Notaris,administrasi,83346
2024-04-10,pengeluaran,Biaya Promosi,pemasaran,201631
2024-04-10,pengeluaran,Gaji Karyawan,operasional,123517
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,140245
2024-04-10,pemasukan,Pendapatan Komisi,lainnya,186626
2024-04-10,pemasukan,Pendapatan Royalti,lainnya,137221
2024-04-10,pemasukan,Penjualan Produk C,penjualan,193687
2024-04-10,pengeluaran,Pemeliharaan Mesin,pemeliharaan,276687
2024-04-10,pengeluaran,Pembelian Bahan Baku B,bahan baku,162930
2024-04-10,pemasukan,Pendapatan Komisi,lainnya,197314
2024-04-10,pengeluaran,Biaya Iklan,pemasaran,169526
2024-04-10,pengeluaran,Biaya Internet,operasional,126673
2024-04-10,pemasukan,Pendapatan Komisi,lainnya,109089
2024-04-10,pengeluaran,Biaya Pajak,administrasi,178929
2024-04-10,pengeluaran,Biaya Iklan,pemasaran,142871
2024-04-11,pengeluaran,Biaya Transportasi,operasional,135518
2024-04-11,pengeluaran,Biaya Cetak Brosur,pemasaran,105488
2024-04-11,pengeluaran,Pembelian Bahan Baku A,bahan baku,299548
2024-04-11,pemasukan,Penjualan Produk A,penjualan,381780
2024-04-11,pengeluaran,Pembelian Bahan Baku B,bahan baku,232357
2024-04-11,pemasukan,Pendapatan Komisi,lainnya,130924
2024-04-11,pemasukan,Penjualan Layanan Teknis,penjualan,313290
2024-04-11,pengeluaran,Pembelian Komponen C,bahan baku,148760
2024-04-11,pengeluaran,Biaya Telepon,operasional,125318
2024-04-11,pemasukan,Pendapatan Sewa,lainnya,143040
2024-04-11,pemasukan,Penjualan Produk A,penjualan,455375
2024-04-11,pengeluaran,Biaya Air,operasional,147560
2024-04-12,pengeluaran,Gaji Karyawan,operasional,105374
2024-04-12,pengeluaran,Pembelian Komponen C,bahan baku,131723
2024-04-12,pengeluaran,Pemeliharaan Gedung,pemeliharaan,202526
2024-04-12,pengeluaran,Biaya Promosi,pemasaran,249014
2024-04-12,pengeluaran,Biaya Cetak Brosur,pemasaran,202776
2024-04-12,pemasukan,Penjualan Produk C,penjualan,209724
2024-04-12,pengeluaran,Biaya Promosi,pemasaran,149456
2024-04-12,pemasukan,Pendapatan Sewa,lainnya,160000
2024-04-12,pemasukan,Pendapatan Royalti,lainnya,122227
2024-04-12,pemasukan,Pendapatan Komisi,lainnya,154279
2024-04-12,pemasukan,Penjualan Layanan Teknis,penjualan,312092
2024-04-12,pemasukan,Penjualan Produk C,penjualan,88508
2024-04-12,pengeluaran,Pembelian Bahan Baku B,bahan baku,259303
2024-04-12,pengeluaran,Pembelian Bahan Baku A,bahan baku,138678
2024-04-12,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,178192
2024-04-12,pemasukan,Penjualan Jasa Konsultasi,penjualan,161937
2024-04-12,pemasukan,Pendapatan Royalti,lainnya,124791
2024-04-12,pengeluaran,Pemeliharaan Peralatan,pemeliharaan,185220
2024-04-12,pengeluaran,Biaya Pajak,administrasi,134427
2024-04-12,pengeluaran,Gaji Karyawan,operasional,126190
2024-04-13,pemasukan,Penjualan Produk B,penjualan,129607
2024-04-13,pengeluaran,Gaji Karyawan,operasional,119740
2024-04-13,pemasukan,Pendapatan Sewa,lainnya,179780
2024-04-13,pengeluaran,Pemeliharaan Gedung,pemeliharaan,260119
2024-04-13,pengeluaran,Biaya Event,pemasaran,168087
2024-04-13,pemasukan,Pendapatan Royalti,lainnya,197529
2024-04-13,pengeluaran,Biaya Asuransi,administrasi,183921
2024-04-13,pemasukan,Penjualan Jasa Konsultasi,penjualan,479369
2024-04-13,pengeluaran,Biaya Promosi,pemasaran,252049
2024-04-13,pemasukan,Penjualan Layanan Teknis,penjualan,188468
2024-04-13,pemasukan,Penjualan Produk A,penjualan,328318
2024-04-13,pengeluaran,Pembelian Bahan Baku A,bahan baku,242418
2024-04-13,pengeluaran,Pembelian Komponen C,bahan baku,249039
2024-04-13,pemasukan,Penjualan Jasa Konsultasi,penjualan,303587
2024-04-13,pemasukan,Penjualan Produk C,penjualan,59489
2024-04-13,pemasukan,Pendapatan Komisi,lainnya,187669
2024-04-13,pengeluaran,Biaya Air,operasional,149006
2024-04-13,pengeluaran,Pembelian Bahan Baku B,bahan baku,286100
2024-04-14,pemasukan,Pendapatan Royalti,lainnya,151068
2024-04-14,pemasukan,Pendapatan Sewa,lainnya,139291
2024-04-14,pemasukan,Penjualan Produk B,penjualan,455854
2024-04-14,pengeluaran,Biaya Air,operasional,117963
2024-04-14,pemasukan,Pendapatan Sewa,lainnya,111930
2024-04-14,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,155918
2024-04-14,pengeluaran,Biaya Listrik,operasional,116734
2024-04-14,pemasukan,Penjualan Produk A,penjualan,216778
2024-04-14,pemasukan,Penjualan Jasa Konsultasi,penjualan,369910
2024-04-14,pengeluaran,Pemeliharaan Mesin,pemeliharaan,206405
2024-04-14,pengeluaran,Biaya Legal,administrasi,53916
2024-04-14,pemasukan,Penjualan Layanan Teknis,penjualan,433591
2024-04-14,pengeluaran,Biaya Air,operasional,121120
2024-04-15,pemasukan,Penjualan Produk C,penjualan,114213
2024-04-15,pengeluaran,Biaya Cetak Brosur,pemasaran,236343
2024-04-15,pengeluaran,Pemeliharaan Gedung,pemeliharaan,295055
2024-04-15,pengeluaran,Biaya Cetak Brosur,pemasaran,233515
2024-04-15,pengeluaran,Pembelian Material D,bahan baku,138951
2024-04-15,pemasukan,Penjualan Jasa Konsultasi,penjualan,483394
2024-04-15,pemasukan,Pendapatan Royalti,lainnya,182531
2024-04-15,pengeluaran,Biaya Listrik,operasional,118016
2024-04-15,pemasukan,Penjualan Produk A,penjualan,314133
2024-04-15,pengeluaran,Pemeliharaan Peralatan,pemeliharaan,108280
2024-04-15,pengeluaran,Pemeliharaan Gedung,pemeliharaan,157774
2024-04-15,pemasukan,Penjualan Produk A,penjualan,338455
2024-04-15,pemasukan,Pendapatan Komisi,lainnya,149971
2024-04-15,pengeluaran,Biaya Pajak,administrasi,149077
2024-04-15,pemasukan,Penjualan Produk C,penjualan,392043
2024-04-15,pengeluaran,Pemeliharaan Mesin,pemeliharaan,129422
2024-04-15,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,209195
2024-04-15,pemasukan,Penjualan Layanan Teknis,penjualan,173906
2024-04-15,pengeluaran,Pembelian Bahan Baku A,bahan baku,195719
2024-04-15,pengeluaran,Pembelian Bahan Baku A,bahan baku,255389
2024-04-15,pemasukan,Pendapatan Sewa,lainnya,112664
2024-04-15,pemasukan,Penjualan Produk B,penjualan,447919
2024-04-15,pengeluaran,Pembelian Bahan Baku B,bahan baku,116558
2024-04-16,pemasukan,Pendapatan Komisi,lainnya,137400
2024-04-16,pemasukan,Penjualan Produk B,penjualan,153769
2024-04-16,pengeluaran,Pembelian Komponen C,bahan baku,213849
2024-04-16,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,204110
2024-04-16,pemasukan,Pendapatan Sewa,lainnya,197751
2024-04-16,pemasukan,Pendapatan Sewa,lainnya,155637
2024-04-16,pengeluaran,Pembelian Komponen C,bahan baku,154738
2024-04-16,pemasukan,Pendapatan Sewa,lainnya,190434
2024-04-16,pemasukan,Pendapatan Sewa,lainnya,116801
2024-04-16,pengeluaran,Pembelian Komponen C,bahan baku,172088
2024-04-16,pemasukan,Pendapatan Komisi,lainnya,129455
2024-04-16,pemasukan,Penjualan Produk A,penjualan,302001
2024-04-16,pengeluaran,Biaya Promosi,pemasaran,137780
2024-04-16,pemasukan,Pendapatan Royalti,lainnya,183359
2024-04-17,pemasukan,Pendapatan Komisi,lainnya,101493
2024-04-17,pemasukan,Pendapatan Komisi,lainnya,172546
2024-04-17,pengeluaran,Biaya Listrik,operasional,106806
2024-04-17,pemasukan,Pendapatan Sewa,lainnya,119438
2024-04-17,pemasukan,Penjualan Jasa Konsultasi,penjualan,353139
2024-04-17,pemasukan,Pendapatan Royalti,lainnya,128305
2024-04-17,pemasukan,Penjualan Layanan Teknis,penjualan,434199
2024-04-17,pengeluaran,Biaya Notaris,administrasi,162989
2024-04-17,pemasukan,Penjualan Produk B,penjualan,421809
2024-04-17,pengeluaran,Pemeliharaan Mesin,pemeliharaan,281126
2024-04-17,pengeluaran,Pembelian Bahan Baku B,bahan baku,204189
2024-04-17,pemasukan,Pendapatan Komisi,lainnya,117634
2024-04-17,pemasukan,Pendapatan Sewa,lainnya,129948
2024-04-17,pengeluaran,Biaya Administrasi,administrasi,140439
2024-04-17,pemasukan,Pendapatan Komisi,lainnya,124152
2024-04-17,pengeluaran,Pembelian Komponen C,bahan baku,116302
2024-04-17,pengeluaran,Pembelian Material D,bahan baku,222724
2024-04-17,pemasukan,Penjualan Produk A,penjualan,470820
2024-04-17,pemasukan,Pendapatan Komisi,lainnya,193279
2024-04-17,pengeluaran,Biaya Asuransi,administrasi,121310
2024-04-18,pengeluaran,Pembelian Bahan Baku A,bahan baku,128197
2024-04-18,pengeluaran,Pembelian Bahan Baku B,bahan baku,115107
2024-04-18,pengeluaran,Pembelian Material D,bahan baku,270493
2024-04-18,pengeluaran,Biaya Cetak Brosur,pemasaran,156919
2024-04-18,pemasukan,Pendapatan Royalti,lainnya,103706
2024-04-18,pemasukan,Penjualan Produk B,penjualan,374757
2024-04-18,pengeluaran,Biaya Listrik,operasional,107651
2024-04-18,pemasukan,Pendapatan Royalti,lainnya,170572
2024-04-18,pemasukan,Pendapatan Royalti,lainnya,112158
2024-04-18,pemasukan,Penjualan Produk B,penjualan,181000
2024-04-18,pemasukan,Pendapatan Sewa,lainnya,184536
2024-04-18,pengeluaran,Biaya Asuransi,administrasi,123153
2024-04-18,pengeluaran,Pemeliharaan Mesin,pemeliharaan,126912
2024-04-18,pengeluaran,Biaya Telepon,operasional,110293
2024-04-18,pengeluaran,Pembelian Bahan Baku B,bahan baku,280038
2024-04-19,pemasukan,Pendapatan Royalti,lainnya,127433
2024-04-19,pemasukan,Penjualan Layanan Teknis,penjualan,72545
2024-04-19,pengeluaran,Pembelian Bahan Baku A,bahan baku,243659
2024-04-19,pengeluaran,Biaya Event,pemasaran,231825
2024-04-19,pemasukan,Penjualan Layanan Teknis,penjualan,76902
2024-04-19,pengeluaran,Biaya Notaris,administrasi,102427
2024-04-19,pengeluaran,Biaya Legal,administrasi,187444
2024-04-19,pemasukan,Penjualan Layanan Teknis,penjualan,237857
2024-04-19,pemasukan,Penjualan Produk A,penjualan,119877
2024-04-19,pengeluaran,Biaya Promosi,pemasaran,258648
2024-04-19,pemasukan,Pendapatan Royalti,lainnya,157386
2024-04-19,pemasukan,Pendapatan Sewa,lainnya,196150
2024-04-19,pengeluaran,Pembelian Komponen C,bahan baku,209443
2024-04-20,pemasukan,Penjualan Produk B,penjualan,432373
2024-04-20,pemasukan,Pendapatan Sewa,lainnya,188145
2024-04-20,pemasukan,Pendapatan Royalti,lainnya,168636
2024-04-20,pemasukan,Pendapatan Komisi,lainnya,132101
2024-04-20,pemasukan,Pendapatan Sewa,lainnya,193885
2024-04-20,pengeluaran,Biaya Digital Marketing,pemasaran,236860
2024-04-20,pengeluaran,Pembelian Material D,bahan baku,276264
2024-04-20,pemasukan,Penjualan Layanan Teknis,penjualan,206577
2024-04-20,pemasukan,Pendapatan Royalti,lainnya,163913
2024-04-20,pemasukan,Penjualan Layanan Teknis,penjualan,234143
2024-04-20,pemasukan,Pendapatan Sewa,lainnya,179337
2024-04-20,pemasukan,Pendapatan Komisi,lainnya,122593
2024-04-20,pemasukan,Pendapatan Sewa,lainnya,139203
2024-04-20,pengeluaran,Biaya Iklan,pemasaran,199026
2024-04-20,pemasukan,Pendapatan Royalti,lainnya,165393
2024-04-20,pengeluaran,Pembelian Komponen C,bahan baku,113402
2024-04-20,pemasukan,Pendapatan Royalti,lainnya,107052
2024-04-21,pengeluaran,Biaya Telepon,operasional,113531
2024-04-21,pemasukan,Pendapatan Royalti,lainnya,123365
2024-04-21,pemasukan,Pendapatan Komisi,lainnya,111598
2024-04-21,pengeluaran,Biaya Cetak Brosur,pemasaran,214464
2024-04-21,pemasukan,Penjualan Jasa Konsultasi,penjualan,83281
2024-04-21,pengeluaran,Biaya Iklan,pemasaran,222727
2024-04-21,pemasukan,Pendapatan Komisi,lainnya,141114
2024-04-21,pemasukan,Pendapatan Sewa,lainnya,106542
2024-04-21,pengeluaran,Pemeliharaan Mesin,pemeliharaan,152046
2024-04-21,pengeluaran,Biaya Internet,operasional,122541
2024-04-21,pemasukan,Pendapatan Komisi,lainnya,171651
2024-04-21,pengeluaran,Pemeliharaan Gedung,pemeliharaan,141501
2024-04-21,pengeluaran,Pemeliharaan Kendaraan,pemeliharaan,185611
2024-04-21,pengeluaran,Gaji Karyawan,operasional,113820
2024-04-21,pemasukan,Pendapatan Komisi,lainnya,129532
2024-04-22,pengeluaran,Biaya Promosi,pemasaran,294410
2024-04-22,pemasukan,Penjualan Jasa Konsultasi,penjualan,315665
2024-04-22,pemasukan,Penjualan Jasa Konsultasi,penjualan,402249
2024-04-22,pemasukan,Penjualan Produk C,penjualan,307488
2024-04-22,pengeluaran,Pembelian Bahan Baku B,bahan baku,249208
2024-04-22,pemasukan,Pendapatan Komisi,lainnya,164707
2024-04-22,pengeluaran,Pembelian Material D,bahan baku,128278
2024-04-22,pengeluaran,Biaya Legal,administrasi,82003
2024-04-22,pengeluaran,Pembelian Bahan Baku A,bahan baku,267886
2024-04-22,pemasukan,Pendapatan Komisi,lainnya,160151
2024-04-22,pengeluaran,Biaya Cetak Brosur,pemasaran,197537
2024-04-22,pemasukan,Penjualan Produk A,penjualan,369482
2024-04-22,pengeluaran,Biaya Administrasi,administrasi,131655
